,track_id,album_name,artists,track_name,release_date,track_genre,duration_ms,explicit,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,preview_url,popularity
0,2r5seNRSheLITyH4cevy2O,The Age Of Aquarius,The 5th Dimension,Let The Sunshine In (Reprise) - Remastered 2000,1969,bossanova,87800,False,https://api.spotify.com/v1/tracks/2r5seNRSheLITyH4cevy2O,0.455,0.783,11,-6.297,0,0.0444,0.0507,0.00163,0.154,0.648,118.446,4,https://p.scdn.co/mp3-preview/8ccd868455e591c7f0df9dbad5cefa7c353e2858?cid=1b0f76afafac4d4898811b950e1a0c08,62
1,32FfL5hpFQdweMkxg8Z55o,Raconte-moi... (Bonus Edition),"Stacey Kent, Jim Tomlinson, Graham Harvey, Matt Skelton, John Parricelli, Jeremy Brown, ",Les eaux de mars,2010-03-22,bossanova,218190,False,https://api.spotify.com/v1/tracks/32FfL5hpFQdweMkxg8Z55o,0.736,0.276,1,-12.762,1,0.0438,0.868,1.22e-05,0.0985,0.622,139.801,4,https://p.scdn.co/mp3-preview/e0c03d24bfee361960bdaa02b6e27ca4a51b1181?cid=1b0f76afafac4d4898811b950e1a0c08,60
3,3iB8eciGU9vZkaDYkz7Ir9,Gipsy Kings,Gipsy Kings,Bamboléo,1987-08-24,bossanova,203333,False,https://api.spotify.com/v1/tracks/3iB8eciGU9vZkaDYkz7Ir9,0.671,0.817,6,-12.107,0,0.0569,0.415,0.000235,0.0715,0.938,119.549,4,https://p.scdn.co/mp3-preview/26904f87f6baf7c9ab564605edf3536485f4afae?cid=1b0f76afafac4d4898811b950e1a0c08,68
4,3898C4AbdbptwYet6547e5,The Girl From Ipanema - The Bossa Nova Years,Stan Getz,The Girl From Ipanema,1989-01-01,bossanova,321826,False,https://api.spotify.com/v1/tracks/3898C4AbdbptwYet6547e5,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,4,,67
5,1TX4h6MrIZ0K3r4OOG11WO,A Voz e o Violão,Djavan,Flor de Lis,1975-01-01,bossanova,225266,False,https://api.spotify.com/v1/tracks/1TX4h6MrIZ0K3r4OOG11WO,0.549,0.502,2,-16.202,0,0.0493,0.223,0.0,0.0622,0.781,85.793,4,https://p.scdn.co/mp3-preview/0fc6a643702625eb24a6053cb8d8b1a992f4d9bf?cid=1b0f76afafac4d4898811b950e1a0c08,61
6,15ouqiBsgL12olEwP3COsH,Elis & Tom,"Elis Regina, Antônio Carlos Jobim, ",Águas De Março,1974-06-17,bossanova,214366,False,https://api.spotify.com/v1/tracks/15ouqiBsgL12olEwP3COsH,0.654,0.393,3,-13.392,1,0.129,0.865,2.97e-06,0.123,0.533,143.801,4,,66
7,3Ltil0t3nFOcGrlUF1itBs,I primi tempi,Paolo Conte,Via con me,1981-02-06,bossanova,166546,False,https://api.spotify.com/v1/tracks/3Ltil0t3nFOcGrlUF1itBs,0.663,0.479,5,-16.113,1,0.155,0.724,0.00281,0.135,0.714,164.938,4,https://p.scdn.co/mp3-preview/9b90c93c51ed9a4be111ff98f53e617cf1ce2634?cid=1b0f76afafac4d4898811b950e1a0c08,64
8,4SpqtLElDsO6KGbd4ub96Z,Miucha & Tom Jobim Vol. 1,"Miúcha, Antônio Carlos Jobim, ",Pela Luz dos Olhos Teus - Bonus Track,1977-07-15,bossanova,164160,False,https://api.spotify.com/v1/tracks/4SpqtLElDsO6KGbd4ub96Z,0.451,0.277,9,-11.615,1,0.059,0.876,0.0,0.118,0.783,116.679,3,https://p.scdn.co/mp3-preview/1e4c088009e9152e80a303192de90abcd2d101b0?cid=1b0f76afafac4d4898811b950e1a0c08,61
9,6qCjZi4wOpRZty2wZtyeO0,Ideologia,Cazuza,Faz Parte Do Meu Show,1988-01-01,bossanova,174000,False,https://api.spotify.com/v1/tracks/6qCjZi4wOpRZty2wZtyeO0,0.39,0.277,11,-13.61,1,0.0325,0.906,0.000922,0.1,0.21,144.26,4,,61
10,5u6y4u5EgDv0peILf60H5t,Abraxas,Santana,Oye Como Va,1970-09-23,bossanova,256933,False,https://api.spotify.com/v1/tracks/5u6y4u5EgDv0peILf60H5t,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,https://p.scdn.co/mp3-preview/e47372445f8c46cfb87971232fcce68c5e27ae24?cid=1b0f76afafac4d4898811b950e1a0c08,66
11,1YQWosTIljIvxAgHWTp7KP,Time Out,The Dave Brubeck Quartet,Take Five,1959-12-14,bossanova,324133,False,https://api.spotify.com/v1/tracks/1YQWosTIljIvxAgHWTp7KP,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,5,https://p.scdn.co/mp3-preview/eb37af1ddf50ffaa177884c1a62fc669e69dd472?cid=1b0f76afafac4d4898811b950e1a0c08,66
12,4SrJyRdyHYxxkcVMQ3QkGE,The Girl From Ipanema - The Bossa Nova Years,"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim, ",Corcovado (Quiet Nights Of Quiet Stars),1989-01-01,bossanova,254666,False,https://api.spotify.com/v1/tracks/4SrJyRdyHYxxkcVMQ3QkGE,0.572,0.152,9,-15.658,0,0.0408,0.961,0.000432,0.136,0.339,127.497,4,,60
14,6mTfOxORhYlpnTvm7VrL6b,Samba Esquema Novo,Jorge Ben Jor,Chove Chuva,1963-01-01,bossanova,184093,False,https://api.spotify.com/v1/tracks/6mTfOxORhYlpnTvm7VrL6b,0.729,0.401,10,-9.458,1,0.0418,0.644,0.0,0.0757,0.549,134.704,4,,61
15,7dRfobhDNnsEgB2ZArxA1f,Buena Vista Social Club,Buena Vista Social Club,El Cuarto de Tula,1997-06-23,bossanova,444533,False,https://api.spotify.com/v1/tracks/7dRfobhDNnsEgB2ZArxA1f,0.552,0.664,9,-13.167,1,0.0454,0.595,0.000409,0.299,0.858,104.776,4,https://p.scdn.co/mp3-preview/affdf5d209261ae41ccd7bfa5a091f35d25dd833?cid=1b0f76afafac4d4898811b950e1a0c08,61
16,7ilc2TB1RZXbQJyFs5qCiC,The Shadow Of Your Smile,Astrud Gilberto,Fly Me To The Moon,1965-05-22,bossanova,142533,False,https://api.spotify.com/v1/tracks/7ilc2TB1RZXbQJyFs5qCiC,0.595,0.306,7,-14.404,1,0.0345,0.883,0.000386,0.0733,0.464,133.63,4,,61
18,1vt0n3GcAYrsSMue1C6OtC,A Bossa De Caetano,Caetano Veloso,Samba De Verão,2000-01-01,bossanova,187626,False,https://api.spotify.com/v1/tracks/1vt0n3GcAYrsSMue1C6OtC,0.731,0.299,5,-17.199,1,0.0485,0.889,0.223,0.11,0.46,119.768,4,,60
19,5je0CDv1Z1hT82Nek1Fjhl,Jazz Samba Encore!,"Stan Getz, Luiz Bonfá, ",Só Danço Samba,1963,bossanova,216226,False,https://api.spotify.com/v1/tracks/5je0CDv1Z1hT82Nek1Fjhl,0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,4,,60
21,6VTbbVjKOC2qWagIDbkJrC,Little Girl Blue (2013 Remastered Version),Nina Simone,My Baby Just Cares for Me - 2013 Remastered Version,1958-06-24,bossanova,215746,False,https://api.spotify.com/v1/tracks/6VTbbVjKOC2qWagIDbkJrC,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,4,https://p.scdn.co/mp3-preview/0bac103833e0ba2e80a737f34f9372c063965895?cid=1b0f76afafac4d4898811b950e1a0c08,69
22,1eHGsCdAWh1Ffowzacpfoi,Buena Vista Social Club,Buena Vista Social Club,Candela,1997-06-23,bossanova,327866,False,https://api.spotify.com/v1/tracks/1eHGsCdAWh1Ffowzacpfoi,0.525,0.619,9,-12.322,1,0.0354,0.719,0.000168,0.289,0.814,101.045,4,https://p.scdn.co/mp3-preview/d3897a80c7057f44900456b4d941f19ab9019369?cid=1b0f76afafac4d4898811b950e1a0c08,60
24,6OylYIXrIH2E3hgg7Dqz5M,All Things In Time,Lou Rawls,You'll Never Find Another Love Like Mine,1976,bossanova,266200,False,https://api.spotify.com/v1/tracks/6OylYIXrIH2E3hgg7Dqz5M,0.691,0.718,2,-8.457,1,0.0317,0.148,4.81e-05,0.108,0.934,110.623,4,https://p.scdn.co/mp3-preview/21f5682d94e6b10574d141a96b16ccf8b8785085?cid=1b0f76afafac4d4898811b950e1a0c08,64
25,3QKJELWORZZ7rUZDWeMWSA,The Astrud Gilberto Album,"Astrud Gilberto, Antônio Carlos Jobim, ",Água de Beber,1965-01-01,bossanova,138013,False,https://api.spotify.com/v1/tracks/3QKJELWORZZ7rUZDWeMWSA,0.653,0.319,4,-17.813,0,0.0364,0.439,0.0,0.0906,0.845,147.858,4,,63
26,4vju55Ag7apDL2CfotuE7Q,Sunny,Bobby Hebb,Sunny,1966-01-01,bossanova,165066,False,https://api.spotify.com/v1/tracks/4vju55Ag7apDL2CfotuE7Q,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,4,,67
27,7f31hpuzCNIU0rX5E6Dr3g,Vento De Maio,"Elis Regina, Adoniran Barbosa, ",Tiro Ao Álvaro,1998-01-01,bossanova,164000,False,https://api.spotify.com/v1/tracks/7f31hpuzCNIU0rX5E6Dr3g,0.609,0.528,10,-10.649,1,0.111,0.39,0.0,0.0576,0.955,94.132,4,,60
29,6YTBfxkdGce9pLEy9jG9Jo,Foursider,Sergio Mendes & Brasil '66,Mais Que Nada,1972-01-01,bossanova,159466,False,https://api.spotify.com/v1/tracks/6YTBfxkdGce9pLEy9jG9Jo,0.637,0.493,0,-13.094,0,0.0482,0.524,1.52e-05,0.136,0.932,88.796,4,,62
30,5sbw5zIz9ck2pOEDXUR0QU,Buena Vista Social Club,Buena Vista Social Club,Chan Chan,1997-06-23,bossanova,256653,False,https://api.spotify.com/v1/tracks/5sbw5zIz9ck2pOEDXUR0QU,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,4,https://p.scdn.co/mp3-preview/ccee3356b5e519a62fa16489e21b817ae42e44f9?cid=1b0f76afafac4d4898811b950e1a0c08,69
31,209ucYTS6vWEV5iydrHiOt,Elis & Tom,"Elis Regina, Antônio Carlos Jobim, ",Só Tinha De Ser Com Você,1974-06-17,bossanova,233544,False,https://api.spotify.com/v1/tracks/209ucYTS6vWEV5iydrHiOt,0.793,0.372,10,-15.491,1,0.0509,0.687,0.573,0.105,0.482,120.134,4,,61
32,3PavsmA9S6QA5lNmmsuOif,Cartola (1976),Cartola,O Mundo É Um Moinho,1976-02-06,bossanova,233520,False,https://api.spotify.com/v1/tracks/3PavsmA9S6QA5lNmmsuOif,0.43,0.297,9,-12.505,1,0.0922,0.891,0.364,0.164,0.498,76.191,4,,53
33,6QJT16QV1nGu0ZPjL4HCMe,The Complete RCA Victor Recordings,Paul Desmond,Bossa Antigua,1963,bossanova,284373,False,https://api.spotify.com/v1/tracks/6QJT16QV1nGu0ZPjL4HCMe,0.523,0.293,5,-18.199,0,0.0586,0.928,0.792,0.0821,0.558,97.304,4,https://p.scdn.co/mp3-preview/16495469bd882ebf0fd16297b96eb9d460de7b1a?cid=1b0f76afafac4d4898811b950e1a0c08,51
34,5JltXlPJVIDwClIfnscM9v,Chega de Saudade,João Gilberto,Chega de Saudade,2010-01-01,bossanova,123333,False,https://api.spotify.com/v1/tracks/5JltXlPJVIDwClIfnscM9v,0.51,0.237,2,-16.021,1,0.034,0.743,0.0,0.176,0.635,87.813,4,https://p.scdn.co/mp3-preview/f5f4fb4617411757a246c8c18e677efec18084f3?cid=1b0f76afafac4d4898811b950e1a0c08,51
35,4NLWlxYCPrw2PhfJvfxRWI,Introducing,Ruben Gonzalez,Mandinga,1997-09-15,bossanova,507066,False,https://api.spotify.com/v1/tracks/4NLWlxYCPrw2PhfJvfxRWI,0.584,0.473,7,-11.248,1,0.037,0.693,0.659,0.109,0.708,91.503,4,https://p.scdn.co/mp3-preview/49f01baf86e03d0acf097ca47a07df80b0d3f807?cid=1b0f76afafac4d4898811b950e1a0c08,53
36,4D9uQHmo0HA8yRtU7NuFAz,"Alegria, Alegria!!!",Wilson Simonal,Nem Vem Que Não Tem - Ao Vivo,1967-09-16,bossanova,152613,False,https://api.spotify.com/v1/tracks/4D9uQHmo0HA8yRtU7NuFAz,0.755,0.638,5,-7.54,1,0.0557,0.178,0.0,0.739,0.852,121.282,4,,52
37,0dED0PRBM0fixceBz5s4XR,Rita Lee,"Rita Lee, Roberto De Carvalho, ",Baila Comigo,1980-05-05,bossanova,330866,False,https://api.spotify.com/v1/tracks/0dED0PRBM0fixceBz5s4XR,0.554,0.333,9,-14.614,1,0.0382,0.624,0.000296,0.116,0.634,120.608,4,,50
38,2M6H4fqf5olMjqzwwBzkEf,"Mr Bongo Record Club, Vol. 1",Evinha,Esperar pra Ver,2016-09-16,bossanova,127773,False,https://api.spotify.com/v1/tracks/2M6H4fqf5olMjqzwwBzkEf,0.71,0.692,1,-6.414,0,0.0298,0.403,0.0,0.117,0.895,97.595,4,https://p.scdn.co/mp3-preview/3a54c56583f21bb74c4f3a732acb34e544bba47f?cid=1b0f76afafac4d4898811b950e1a0c08,54
39,2OmW34Xkvsy1VCOZ4OZhKv,Força Bruta,"Jorge Ben Jor, Trio Mocoto, ",O Telefone Tocou Novamente,1970-01-12,bossanova,228946,False,https://api.spotify.com/v1/tracks/2OmW34Xkvsy1VCOZ4OZhKv,0.536,0.731,4,-6.967,0,0.0433,0.599,0.0,0.123,0.558,88.161,4,,56
42,6MVTHqLBpefPuaODvtU3wd,Brasil Bossa Nova Grandes Autores Vinicius Toquinho Tom Jobin,Paula Sergio,Wave,2009-04-01,bossanova,201680,False,https://api.spotify.com/v1/tracks/6MVTHqLBpefPuaODvtU3wd,0.528,0.429,2,-12.407,1,0.0372,0.221,2.33e-06,0.298,0.705,145.344,4,https://p.scdn.co/mp3-preview/76a66eb5a53dbac434498d35b297170929003864?cid=1b0f76afafac4d4898811b950e1a0c08,53
43,3jFtKmNqDyHp27m8lmEANY,Bossa Nova,Pauline Croze,La Rua Madureira,2016-04-15,bossanova,197880,False,https://api.spotify.com/v1/tracks/3jFtKmNqDyHp27m8lmEANY,0.583,0.402,7,-10.659,0,0.0317,0.898,1.36e-06,0.143,0.589,85.936,4,https://p.scdn.co/mp3-preview/db988920dc01b5ec3c85f7752ce4523105d39bf8?cid=1b0f76afafac4d4898811b950e1a0c08,56
44,0RYJnTy9kC4KreZKEGRDdd,Bridge Over Troubled Water,Paul Desmond,Mrs. Robinson,1969-01-01,bossanova,160280,False,https://api.spotify.com/v1/tracks/0RYJnTy9kC4KreZKEGRDdd,0.534,0.366,1,-15.239,1,0.0435,0.653,0.528,0.145,0.724,101.828,1,,50
45,7fbh9Pbddok1b5cMY1FC8a,Alegria! Alegria! Vol.2,Wilson Simonal,Sá Marina,1968-09-16,bossanova,199453,False,https://api.spotify.com/v1/tracks/7fbh9Pbddok1b5cMY1FC8a,0.586,0.517,11,-10.039,0,0.0296,0.359,0.0,0.0724,0.734,119.473,4,,56
46,33k6iSq1SIVBOaXE898Jv1,Elis,Elis Regina,Águas De Marco,1972-01-01,bossanova,185773,False,https://api.spotify.com/v1/tracks/33k6iSq1SIVBOaXE898Jv1,0.611,0.322,3,-13.666,1,0.287,0.802,4.38e-05,0.121,0.857,150.686,4,,50
47,3uHMnz8ocip1y36t4IFWfI,Buena Vista Social Club,Buena Vista Social Club,De Camino a La Vereda,1997-06-23,bossanova,303226,False,https://api.spotify.com/v1/tracks/3uHMnz8ocip1y36t4IFWfI,0.658,0.451,3,-11.453,1,0.0386,0.857,0.000262,0.179,0.961,85.001,4,https://p.scdn.co/mp3-preview/4ad001b3b9cab48326b280234a92640dc369091d?cid=1b0f76afafac4d4898811b950e1a0c08,58
48,6VgSrh3hAKAvxuucsum0j6,Muito À Vontade,João Donato E Seu Trio,Muito À Vontade,1962-02-01,bossanova,155973,False,https://api.spotify.com/v1/tracks/6VgSrh3hAKAvxuucsum0j6,0.583,0.43,5,-18.495,1,0.0544,0.831,0.773,0.116,0.538,90.056,4,,50
49,5DHsGfjaxIpt0v0dPGaWdI,Vinicius & Toquinho,"Vinícius de Moraes, Toquinho, Quarteto Em Cy, ",Carta Ao Tom 74,1974-01-01,bossanova,158360,False,https://api.spotify.com/v1/tracks/5DHsGfjaxIpt0v0dPGaWdI,0.593,0.431,7,-8.284,1,0.268,0.821,0.00037,0.0841,0.557,73.059,4,,56
50,24OF9ihv97VwNXQZ2gGy8v,Chico Buarque De Hollanda Nº4,Chico Buarque,Gente Humilde,1970-01-01,bossanova,147840,False,https://api.spotify.com/v1/tracks/24OF9ihv97VwNXQZ2gGy8v,0.356,0.323,5,-8.165,1,0.0293,0.633,0.000652,0.592,0.212,130.02,4,,50
54,3SkLW48Xt2knevezFTs0pY,Elis & Tom,"Elis Regina, Antônio Carlos Jobim, ",Brigas Nunca Mais,1974-06-17,bossanova,102733,False,https://api.spotify.com/v1/tracks/3SkLW48Xt2knevezFTs0pY,0.682,0.357,10,-11.825,1,0.0753,0.69,0.00116,0.11,0.744,157.801,4,,52
55,0yO7Rg00ZJiMMb8pHiBojc,The Brasil Project Vol. II,"Luis Bonfa, Toots Thielemans, ",Samba de Orfeu,1993,bossanova,216360,False,https://api.spotify.com/v1/tracks/0yO7Rg00ZJiMMb8pHiBojc,0.715,0.406,4,-17.926,0,0.0573,0.735,0.649,0.11,0.65,104.756,4,https://p.scdn.co/mp3-preview/227100852eb9f1bf10f5638e49bb9eef81922ee2?cid=1b0f76afafac4d4898811b950e1a0c08,52
56,177zQlCITOw8ZQTrT8MC3Q,A Bossa Nova De Roberto Menescal E Seu Conjunto,Roberto Menescal E Seu Conjunto,Rio,1963-01-01,bossanova,109240,False,https://api.spotify.com/v1/tracks/177zQlCITOw8ZQTrT8MC3Q,0.504,0.521,5,-13.366,0,0.0325,0.487,0.645,0.099,0.856,96.795,4,,50
59,3OXisGgmJnXaOZqnWkfljQ,Cartola (1974),Cartola,Corra E Olhe O Céu,1974-08-16,bossanova,201800,False,https://api.spotify.com/v1/tracks/3OXisGgmJnXaOZqnWkfljQ,0.57,0.589,2,-8.906,1,0.0459,0.625,9.41e-05,0.147,0.855,80.444,4,,50
61,4nvLkkNIJss0ZgdWFzio6b,I mitici lunedì del Sistina 1969 - 1979: recital di Elza Soares e Jorge Ben,Elza Soares,Avenida Iluminada,2013-02-15,bossanova,109657,False,https://api.spotify.com/v1/tracks/4nvLkkNIJss0ZgdWFzio6b,0.613,0.119,6,-14.532,1,0.0467,0.938,0.0112,0.374,0.49,95.529,4,https://p.scdn.co/mp3-preview/0e92e329d5e0bb3ae992c1e07c80f6a137e102cd?cid=1b0f76afafac4d4898811b950e1a0c08,51
62,1fcgM5wcrTpuHSFRQ0CDOT,Best Of,Cesária Evora,Besame Mucho,1998-10-19,bossanova,295453,False,https://api.spotify.com/v1/tracks/1fcgM5wcrTpuHSFRQ0CDOT,0.575,0.432,4,-10.183,0,0.0272,0.802,0.000252,0.154,0.279,90.157,4,https://p.scdn.co/mp3-preview/97a226eaca0b8110904b3178c560fd10de715cbc?cid=1b0f76afafac4d4898811b950e1a0c08,55
65,5AKrqJ7RiOCfCaaCuxxGk0,Cartola (1976),Cartola,Preciso Me Encontrar,1976-02-06,bossanova,178506,False,https://api.spotify.com/v1/tracks/5AKrqJ7RiOCfCaaCuxxGk0,0.545,0.493,2,-12.413,0,0.0594,0.856,0.499,0.142,0.701,77.05,4,,59
66,31qmV57ho2T38s9fB1xiuJ,Canção do Amor Demais,Elizeth Cardoso,Outra Vez,1958,bossanova,113545,False,https://api.spotify.com/v1/tracks/31qmV57ho2T38s9fB1xiuJ,0.594,0.138,11,-14.985,1,0.037,0.885,0.0,0.126,0.57,99.134,4,https://p.scdn.co/mp3-preview/52c3ee9661e209d8e7c0bd5f23336914f2650fae?cid=1b0f76afafac4d4898811b950e1a0c08,52
67,5HpURubJUz2gysQiAkle9I,A Tabua De Esmeralda,Jorge Ben Jor,Menina Mulher Da Pele Preta,1974-01-01,bossanova,177200,False,https://api.spotify.com/v1/tracks/5HpURubJUz2gysQiAkle9I,0.591,0.449,1,-15.547,0,0.0754,0.61,0.0571,0.255,0.976,134.864,4,,57
68,3F5cREKTJn5hE9pp6hSQwW,A Bossa Nova De Roberto Menescal E Seu Conjunto,Roberto Menescal E Seu Conjunto,Batida Diferente,1963-01-01,bossanova,108786,False,https://api.spotify.com/v1/tracks/3F5cREKTJn5hE9pp6hSQwW,0.615,0.319,0,-17.829,1,0.0621,0.645,0.000437,0.0878,0.895,89.776,4,,50
69,4xvpttkjjEH0l2hrizYla7,Solo in Rio 1959,Luiz Bonfá,Perdido de Amor [Lost in Love],2005-02-22,bossanova,206066,False,https://api.spotify.com/v1/tracks/4xvpttkjjEH0l2hrizYla7,0.488,0.0374,7,-22.637,1,0.0403,0.947,0.000191,0.147,0.259,87.275,4,https://p.scdn.co/mp3-preview/111e5dffbfd0ecc496b83486caf3072645e492e9?cid=1b0f76afafac4d4898811b950e1a0c08,52
70,2GjgVelkVqRXhe76MsmMCc,Vinicius De Moraes,Vinícius de Moraes,Samba Da Benção,1967-01-01,bossanova,410133,False,https://api.spotify.com/v1/tracks/2GjgVelkVqRXhe76MsmMCc,0.657,0.42,5,-11.618,0,0.0576,0.659,0.0,0.124,0.608,124.482,4,,55
71,5yJrl2r0vr6u9BXqQXZE3V,Portfolio,Grace Jones,La vie en rose,1977-01-01,bossanova,448000,False,https://api.spotify.com/v1/tracks/5yJrl2r0vr6u9BXqQXZE3V,0.65,0.477,0,-16.007,1,0.0624,0.225,0.016,0.0642,0.798,176.708,4,,55
72,2hXBS8q9rGMovfG1S8FB4F,Wave,Antônio Carlos Jobim,Wave,1967-06-15,bossanova,176906,False,https://api.spotify.com/v1/tracks/2hXBS8q9rGMovfG1S8FB4F,0.552,0.314,7,-20.681,1,0.0337,0.831,0.831,0.0861,0.873,144.921,4,,57
73,0vZwdJBXOGppAMLjwDUNWg,Blue Note Trip 7: Birds / Beats,João Donato,A Rã,2008-01-01,bossanova,135093,False,https://api.spotify.com/v1/tracks/0vZwdJBXOGppAMLjwDUNWg,0.715,0.785,10,-11.396,0,0.057,0.823,0.0133,0.0817,0.819,99.535,4,,51
74,0zLs0xjw4MYcMiXHsOvSgk,Red Hot & Rio,"Cazuza, Bebel Gilberto, ",Preciso Dizer Que Te Amo,1996-01-01,bossanova,281533,False,https://api.spotify.com/v1/tracks/0zLs0xjw4MYcMiXHsOvSgk,0.601,0.0481,11,-22.113,0,0.0506,0.986,6.8e-05,0.182,0.269,105.418,4,,51
75,6zwvB879PJSpTyFcg2wwnL,16 Most Requested Songs,Percy Faith & His Orchestra,"The Theme from ""A Summer Place""",1989-06-13,bossanova,142693,False,https://api.spotify.com/v1/tracks/6zwvB879PJSpTyFcg2wwnL,0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,3,https://p.scdn.co/mp3-preview/a1bb34878cf74a142ff71496bf184055c1cfcc5e?cid=1b0f76afafac4d4898811b950e1a0c08,56
76,57E1ka54d8zrIy0VzE1EAV,Martinho da Vila,Martinho Da Vila,"Canta Canta, Minha Gente",1974-03-30,bossanova,153440,False,https://api.spotify.com/v1/tracks/57E1ka54d8zrIy0VzE1EAV,0.735,0.783,2,-11.895,1,0.345,0.327,0.0,0.19,0.829,94.488,4,https://p.scdn.co/mp3-preview/1bedd68ea97c514c4afa6fde47f28aa69bfbbff5?cid=1b0f76afafac4d4898811b950e1a0c08,56
77,2RBQAtDa21nzhSNdJwkopD,Chico Buarque De Hollanda Nº4,Chico Buarque,Essa Moça Tá Diferente,1970-01-01,bossanova,167880,False,https://api.spotify.com/v1/tracks/2RBQAtDa21nzhSNdJwkopD,0.64,0.809,11,-5.51,0,0.039,0.0899,1.18e-05,0.0765,0.82,80.958,4,,52
78,5eEfFfQq3ruywWA5uw7nhj,Angela Roro,Angela Ro Ro,Amor Meu Grande Amor,1979-03-16,bossanova,195320,False,https://api.spotify.com/v1/tracks/5eEfFfQq3ruywWA5uw7nhj,0.455,0.442,9,-7.793,1,0.0815,0.717,0.0,0.233,0.252,173.672,3,,53
79,2qbIXEB3xrW9fkUz6Zs0rX,Cartola (1974),Cartola,Acontece,1974-08-16,bossanova,76733,False,https://api.spotify.com/v1/tracks/2qbIXEB3xrW9fkUz6Zs0rX,0.448,0.179,4,-13.221,1,0.0447,0.926,0.000185,0.0995,0.357,180.109,3,https://p.scdn.co/mp3-preview/ff1221b5a2b15b03b834f942030c8444961095a0?cid=1b0f76afafac4d4898811b950e1a0c08,52
80,3RBnF6OEuRbwXZIEPFZdk2,Breakfast on the Morning Tram (Bonus Edition),"Stacey Kent, Jim Tomlinson, Matt Skelton, John Parricelli, Dave Chamberlain, ",Samba saravah,2007-09-07,bossanova,224016,False,https://api.spotify.com/v1/tracks/3RBnF6OEuRbwXZIEPFZdk2,0.675,0.435,10,-11.1,1,0.0335,0.899,0.00828,0.0937,0.719,155.97,4,https://p.scdn.co/mp3-preview/e2d92f854d83ff170a439754965bbfa77e226f48?cid=1b0f76afafac4d4898811b950e1a0c08,56
81,3qhAqp4xBxqg8zEAFmcXmF,Rio Revisited,"Gal Costa, Antônio Carlos Jobim, ",Samba Do Aviao - Live,1989,bossanova,203226,False,https://api.spotify.com/v1/tracks/3qhAqp4xBxqg8zEAFmcXmF,0.476,0.296,4,-16.647,0,0.0384,0.728,0.0,0.964,0.411,81.081,4,,50
83,0YojqXjn4xb5hblpFAhqJr,Samba Esquema Novo,Jorge Ben Jor,"Por Causa De Você, Menina",1963-01-01,bossanova,167066,False,https://api.spotify.com/v1/tracks/0YojqXjn4xb5hblpFAhqJr,0.518,0.535,2,-8.56,1,0.0338,0.601,1.91e-05,0.137,0.924,156.759,4,,54
84,5nU7dvOfzYs9QVVL7YVNPE,Getz/Gilberto (Expanded Edition),"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim, ",Corcovado (Quiet Nights Of Quiet Stars) - Single Version,2014-05-27,bossanova,139986,False,https://api.spotify.com/v1/tracks/5nU7dvOfzYs9QVVL7YVNPE,0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.038,4,,58
85,4hft7Q7fXqMx31RuIIgTFn,Bossa Nova,Pauline Croze,Samba Saravah,2016-04-15,bossanova,170186,False,https://api.spotify.com/v1/tracks/4hft7Q7fXqMx31RuIIgTFn,0.686,0.435,6,-9.37,1,0.0425,0.832,0.0,0.0975,0.819,152.004,4,https://p.scdn.co/mp3-preview/39e8d9c3d3905af26e322f4c1cdc372f8d9f35f7?cid=1b0f76afafac4d4898811b950e1a0c08,52
86,6JX2ZPH0GJD7s45xjSoV4o,Bossa Nova Soul Samba,Ike Quebec,Loie,1996-01-01,bossanova,190800,False,https://api.spotify.com/v1/tracks/6JX2ZPH0GJD7s45xjSoV4o,0.669,0.128,0,-20.571,1,0.05,0.93,0.827,0.112,0.787,74.03,4,,51
87,4O2tMlIxlgRwmNQDElwIq4,Elis & Tom,"Elis Regina, Antônio Carlos Jobim, ",Fotografia,1974-06-17,bossanova,169349,False,https://api.spotify.com/v1/tracks/4O2tMlIxlgRwmNQDElwIq4,0.509,0.478,0,-14.575,1,0.0895,0.867,0.0291,0.109,0.302,96.66,4,,51
88,7ws9U1clOAmsZmc0LAQxFt,Nara Dez Anos Depois,Nara Leão,Este Seu Olhar,1971-03-05,bossanova,152933,False,https://api.spotify.com/v1/tracks/7ws9U1clOAmsZmc0LAQxFt,0.476,0.219,7,-15.956,1,0.0425,0.878,0.0932,0.108,0.333,107.666,1,,51
